dataset,plot_id,start_date,end_date,latitude,longitude,diameter,height,species,plant_AGB_kg
CostaRica-Nicoya,Níspero_Manglar_3_2,2012-01-01,2012-12-31,10.17550172853886,-85.19353909080297,25.5,,Rhizophora mangle,196.45281212384
CostaRica-Nicoya,Níspero_Manglar_3_2,2012-01-01,2012-12-31,10.17550172853886,-85.19353909080297,16.9,,Rhizophora mangle,96.3849182289555
CostaRica-Nicoya,Níspero_Manglar_3_2,2012-01-01,2012-12-31,10.17550172853886,-85.19353909080297,15.7,,Rhizophora mangle,84.8475870119469
CostaRica-Nicoya,Níspero_Manglar_3_2,2012-01-01,2012-12-31,10.17550172853886,-85.19353909080297,1.1,,Rhizophora mangle,0.851506437391045
CostaRica-Nicoya,Níspero_Manglar_3_2,2012-01-01,2012-12-31,10.17550172853886,-85.19353909080297,1.7,,Rhizophora mangle,1.8090237995164
CostaRica-Nicoya,Níspero_Manglar_3_3,2012-01-01,2012-12-31,10.175714378716856,-85.19346185938346,7.5,,Rhizophora mangle,23.6193664657736
CostaRica-Nicoya,Níspero_Manglar_3_3,2012-01-01,2012-12-31,10.175714378716856,-85.19346185938346,26.1,,Rhizophora mangle,204.522887597725
CostaRica-Nicoya,Níspero_Manglar_3_3,2012-01-01,2012-12-31,10.175714378716856,-85.19346185938346,16.8,,Rhizophora mangle,95.3998219676241
CostaRica-Nicoya,Níspero_Manglar_3_3,2012-01-01,2012-12-31,10.175714378716856,-85.19346185938346,9.4,,Rhizophora mangle,34.9157610068827
CostaRica-Nicoya,Níspero_Manglar_3_3,2012-01-01,2012-12-31,10.175714378716856,-85.19346185938346,23.2,,Rhizophora mangle,166.80032765686
CostaRica-Nicoya,Níspero_Manglar_3_3,2012-01-01,2012-12-31,10.175714378716856,-85.19346185938346,16.0,,Rhizophora mangle,87.6736096680202
CostaRica-Nicoya,Níspero_Manglar_3_3,2012-01-01,2012-12-31,10.175714378716856,-85.19346185938346,10.3,,Rhizophora mangle,40.90330810593
CostaRica-Nicoya,Níspero_Manglar_3_3,2012-01-01,2012-12-31,10.175714378716856,-85.19346185938346,15.0,,Rhizophora mangle,78.4063373800445
CostaRica-Nicoya,Níspero_Manglar_3_3,2012-01-01,2012-12-31,10.175714378716856,-85.19346185938346,12.4,,Rhizophora mangle,56.3962379914643
CostaRica-Nicoya,Níspero_Manglar_3_3,2012-01-01,2012-12-31,10.175714378716856,-85.19346185938346,8.3,,Rhizophora mangle,28.1488965823934
CostaRica-Nicoya,Níspero_Manglar_3_3,2012-01-01,2012-12-31,10.175714378716856,-85.19346185938346,1.5,,Rhizophora mangle,1.45663642892069
CostaRica-Nicoya,Níspero_Manglar_3_3,2012-01-01,2012-12-31,10.175714378716856,-85.19346185938346,3.7,,Rhizophora mangle,6.951753783722
CostaRica-Nicoya,Níspero_Manglar_3_4,2012-01-01,2012-12-31,10.175927028885578,-85.19338462787589,36.5,,Rhizophora mangle,365.48212887562
CostaRica-Nicoya,Níspero_Manglar_3_4,2012-01-01,2012-12-31,10.175927028885578,-85.19338462787589,19.8,,Rhizophora mangle,126.784056164583
CostaRica-Nicoya,Níspero_Manglar_3_4,2012-01-01,2012-12-31,10.175927028885578,-85.19338462787589,9.8,,Rhizophora mangle,37.5274914424011
CostaRica-Nicoya,Níspero_Manglar_3_4,2012-01-01,2012-12-31,10.175927028885578,-85.19338462787589,6.1,,Rhizophora mangle,16.5174553681251
CostaRica-Nicoya,Níspero_Manglar_3_4,2012-01-01,2012-12-31,10.175927028885578,-85.19338462787589,5.5,,Rhizophora mangle,13.8071808403189
CostaRica-Nicoya,Níspero_Manglar_3_4,2012-01-01,2012-12-31,10.175927028885578,-85.19338462787589,19.2,,Rhizophora mangle,120.207516439203
CostaRica-Nicoya,Níspero_Manglar_3_4,2012-01-01,2012-12-31,10.175927028885578,-85.19338462787589,1.2,,Rhizophora mangle,0.989919625731595
CostaRica-Nicoya,Níspero_Manglar_3_4,2012-01-01,2012-12-31,10.175927028885578,-85.19338462787589,0.8,,Rhizophora mangle,0.490665999825221
CostaRica-Nicoya,Níspero_Manglar_3_4,2012-01-01,2012-12-31,10.175927028885578,-85.19338462787589,0.8,,Rhizophora mangle,0.490665999825221
CostaRica-Nicoya,Níspero_Manglar_3_4,2012-01-01,2012-12-31,10.175927028885578,-85.19338462787589,0.6,,Rhizophora mangle,0.298206435769143
CostaRica-Nicoya,Níspero_Manglar_3_5,2012-01-01,2012-12-31,10.17613967904501,-85.19330739628028,10.4,,Rhizophora mangle,41.5931591548425
CostaRica-Nicoya,Níspero_Manglar_3_5,2012-01-01,2012-12-31,10.17613967904501,-85.19330739628028,7.1,,Rhizophora mangle,21.4815393432268
CostaRica-Nicoya,Níspero_Manglar_3_5,2012-01-01,2012-12-31,10.17613967904501,-85.19330739628028,5.3,,Rhizophora mangle,12.9496707912422
CostaRica-Nicoya,Níspero_Manglar_3_5,2012-01-01,2012-12-31,10.17613967904501,-85.19330739628028,5.2,,Rhizophora mangle,12.5296513186893
CostaRica-Nicoya,Níspero_Manglar_3_5,2012-01-01,2012-12-31,10.17613967904501,-85.19330739628028,5.5,,Rhizophora mangle,13.8071808403189
CostaRica-Nicoya,Níspero_Manglar_3_5,2012-01-01,2012-12-31,10.17613967904501,-85.19330739628028,8.9,,Rhizophora mangle,31.7637156153657
CostaRica-Nicoya,Níspero_Manglar_3_5,2012-01-01,2012-12-31,10.17613967904501,-85.19330739628028,3.7,,Rhizophora mangle,6.951753783722
CostaRica-Nicoya,Níspero_Manglar_3_6,2012-01-01,2012-12-31,10.176352329195169,-85.19323016459659,17.5,,Rhizophora mangle,102.384935220936
CostaRica-Nicoya,Níspero_Manglar_3_6,2012-01-01,2012-12-31,10.176352329195169,-85.19323016459659,18.1,,Rhizophora mangle,108.537249243105
CostaRica-Nicoya,Níspero_Manglar_3_6,2012-01-01,2012-12-31,10.176352329195169,-85.19323016459659,27.0,,Rhizophora mangle,216.884179268803
CostaRica-Nicoya,Níspero_Manglar_3_6,2012-01-01,2012-12-31,10.176352329195169,-85.19323016459659,10.0,,Rhizophora mangle,38.863078297676
CostaRica-Nicoya,Níspero_Manglar_3_6,2012-01-01,2012-12-31,10.176352329195169,-85.19323016459659,12.8,,Rhizophora mangle,59.5823536648827
CostaRica-Nicoya,Níspero_Manglar_3_6,2012-01-01,2012-12-31,10.176352329195169,-85.19323016459659,18.0,,Rhizophora mangle,107.501346474015
CostaRica-Nicoya,Níspero_Manglar_3_6,2012-01-01,2012-12-31,10.176352329195169,-85.19323016459659,27.0,,Rhizophora mangle,216.884179268803
CostaRica-Nicoya,Níspero_Manglar_3_6,2012-01-01,2012-12-31,10.176352329195169,-85.19323016459659,13.9,,Rhizophora mangle,68.7220042144371
CostaRica-Nicoya,Níspero_Manglar_3_6,2012-01-01,2012-12-31,10.176352329195169,-85.19323016459659,7.0,,Rhizophora mangle,20.9605128654601
CostaRica-Nicoya,Níspero_Manglar_3_6,2012-01-01,2012-12-31,10.176352329195169,-85.19323016459659,14.3,,Rhizophora mangle,72.1811635295587
CostaRica-Nicoya,Níspero_Manglar_3_6,2012-01-01,2012-12-31,10.176352329195169,-85.19323016459659,16.1,,Rhizophora mangle,88.6242940935027
CostaRica-Nicoya,Níspero_Manglar_3_6,2012-01-01,2012-12-31,10.176352329195169,-85.19323016459659,18.9,,Rhizophora mangle,116.974872527026
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,10.0,,Rhizophora mangle,38.863078297676
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,8.3,,Rhizophora mangle,28.1488965823934
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,9.0,,Rhizophora mangle,32.3840365814626
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,7.5,,Rhizophora mangle,23.6193664657736
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,5.0,,Rhizophora mangle,11.7072333560436
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,6.5,,Rhizophora mangle,18.4369983967018
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,5.5,,Rhizophora mangle,13.8071808403189
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,8.0,,Rhizophora mangle,26.4110681014059
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,8.0,,Rhizophora mangle,26.4110681014059
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,12.0,,Vachellia allenii,46.41807402055
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,7.0,,Rhizophora mangle,20.9605128654601
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,12.2,,Vachellia allenii,48.3669451499996
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,7.0,,Vachellia allenii,12.1852706655343
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,16.0,,Vachellia allenii,94.8816976175099
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,6.5,,Rhizophora mangle,18.4369983967018
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,7.0,,Laguncularia racemosa,13.063812024159
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,11.0,,Rhizophora racemosa,65.2876371333274
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,9.3,,Rhizophora racemosa,42.1954512670306
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,7.0,,Rhizophora racemosa,20.158809169419
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,6.0,,Rhizophora racemosa,13.5021590856969
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,19.0,,Laguncularia racemosa,155.628855115714
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,16.8,,Laguncularia racemosa,114.797839769659
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,24.0,,Laguncularia racemosa,276.292636262389
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,19.0,,Laguncularia racemosa,155.628855115714
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,14.0,,Laguncularia racemosa,73.0179879921729
CostaRica-Nicoya,Paquera_Manglar_14_1,2012-01-01,2012-12-31,9.827494909790346,-84.92116969256782,1.5,,Rhizophora racemosa,0.367322256180228
CostaRica-Nicoya,Paquera_Manglar_14_2,2012-01-01,2012-12-31,9.827309409593571,-84.9212998948107,14.0,,Rhizophora mangle,69.580064552938
CostaRica-Nicoya,Paquera_Manglar_14_2,2012-01-01,2012-12-31,9.827309409593571,-84.9212998948107,7.5,,Rhizophora mangle,23.6193664657736
CostaRica-Nicoya,Paquera_Manglar_14_2,2012-01-01,2012-12-31,9.827309409593571,-84.9212998948107,10.5,,Rhizophora mangle,42.2878761893214
CostaRica-Nicoya,Paquera_Manglar_14_2,2012-01-01,2012-12-31,9.827309409593571,-84.9212998948107,8.5,,Rhizophora mangle,29.333329317971
CostaRica-Nicoya,Paquera_Manglar_14_2,2012-01-01,2012-12-31,9.827309409593571,-84.9212998948107,17.7,,Rhizophora mangle,104.418853792221
CostaRica-Nicoya,Paquera_Manglar_14_2,2012-01-01,2012-12-31,9.827309409593571,-84.9212998948107,9.0,,Rhizophora mangle,32.3840365814626
CostaRica-Nicoya,Paquera_Manglar_14_2,2012-01-01,2012-12-31,9.827309409593571,-84.9212998948107,14.0,,Rhizophora mangle,69.580064552938
CostaRica-Nicoya,Paquera_Manglar_14_2,2012-01-01,2012-12-31,9.827309409593571,-84.9212998948107,16.5,,Rhizophora mangle,92.4702230074265
CostaRica-Nicoya,Paquera_Manglar_14_3,2012-01-01,2012-12-31,9.82712390935795,-84.92143009691338,16.2,,Rhizophora mangle,89.5793048122791
CostaRica-Nicoya,Paquera_Manglar_14_3,2012-01-01,2012-12-31,9.82712390935795,-84.92143009691338,15.5,,Rhizophora mangle,82.985337978057
CostaRica-Nicoya,Paquera_Manglar_14_3,2012-01-01,2012-12-31,9.82712390935795,-84.92143009691338,22.1,,Rhizophora mangle,153.3487440234
CostaRica-Nicoya,Paquera_Manglar_14_3,2012-01-01,2012-12-31,9.82712390935795,-84.92143009691338,10.0,,Rhizophora mangle,38.863078297676
CostaRica-Nicoya,Paquera_Manglar_14_3,2012-01-01,2012-12-31,9.82712390935795,-84.92143009691338,10.5,,Rhizophora mangle,42.2878761893214
CostaRica-Nicoya,Paquera_Manglar_14_3,2012-01-01,2012-12-31,9.82712390935795,-84.92143009691338,2.5,,Rhizophora mangle,3.526723019804
CostaRica-Nicoya,Paquera_Manglar_14_4,2012-01-01,2012-12-31,9.826938409083484,-84.92156029887592,6.0,,Rhizophora mangle,16.0515513326414
CostaRica-Nicoya,Paquera_Manglar_14_4,2012-01-01,2012-12-31,9.826938409083484,-84.92156029887592,15.1,,Rhizophora mangle,79.3133499165126
CostaRica-Nicoya,Paquera_Manglar_14_4,2012-01-01,2012-12-31,9.826938409083484,-84.92156029887592,9.8,,Rhizophora mangle,37.5274914424011
CostaRica-Nicoya,Paquera_Manglar_14_4,2012-01-01,2012-12-31,9.826938409083484,-84.92156029887592,17.0,,Rhizophora mangle,97.374284713248
CostaRica-Nicoya,Paquera_Manglar_14_4,2012-01-01,2012-12-31,9.826938409083484,-84.92156029887592,21.2,,Rhizophora mangle,142.700197056344
CostaRica-Nicoya,Paquera_Manglar_14_4,2012-01-01,2012-12-31,9.826938409083484,-84.92156029887592,8.5,,Rhizophora mangle,29.333329317971
CostaRica-Nicoya,Paquera_Manglar_14_4,2012-01-01,2012-12-31,9.826938409083484,-84.92156029887592,16.5,,Rhizophora mangle,92.4702230074265
CostaRica-Nicoya,Paquera_Manglar_14_4,2012-01-01,2012-12-31,9.826938409083484,-84.92156029887592,27.8,,Rhizophora mangle,228.128076833813
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,11.2,,Rhizophora mangle,47.2861107226741
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,14.0,,Rhizophora mangle,69.580064552938
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,11.1,,Rhizophora mangle,46.5576738733181
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,8.0,,Rhizophora mangle,26.4110681014059
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,5.5,,Rhizophora mangle,13.8071808403189
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,8.0,,Rhizophora mangle,26.4110681014059
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,9.0,,Rhizophora mangle,32.3840365814626
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,7.1,,Rhizophora mangle,21.4815393432268
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,5.2,,Rhizophora mangle,12.5296513186893
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,6.0,,Rhizophora mangle,16.0515513326414
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,5.0,,Rhizophora mangle,11.7072333560436
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,7.5,,Rhizophora mangle,23.6193664657736
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,9.0,,Rhizophora mangle,32.3840365814626
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,5.5,,Rhizophora mangle,13.8071808403189
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,5.0,,Rhizophora mangle,11.7072333560436
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,5.5,,Rhizophora mangle,13.8071808403189
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,7.0,,Rhizophora mangle,20.9605128654601
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,14.0,,Rhizophora mangle,69.580064552938
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,8.5,,Rhizophora mangle,29.333329317971
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,6.1,,Rhizophora mangle,16.5174553681251
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,7.0,,Rhizophora mangle,20.9605128654601
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,5.7,,Rhizophora mangle,14.687793997566
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,7.0,,Rhizophora mangle,20.9605128654601
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,8.0,,Rhizophora mangle,26.4110681014059
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,5.5,,Rhizophora mangle,13.8071808403189
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,7.5,,Rhizophora mangle,23.6193664657736
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,10.2,,Rhizophora mangle,40.218335706243
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,9.0,,Rhizophora racemosa,38.7472151458011
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,8.6,,Rhizophora racemosa,34.4275361417653
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,6.0,,Rhizophora racemosa,13.5021590856969
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,6.5,,Rhizophora racemosa,16.6258821182992
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,8.5,,Rhizophora racemosa,33.3963632735124
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,5.5,,Rhizophora racemosa,10.768444209137
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,6.0,,Rhizophora racemosa,13.5021590856969
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,9.5,,Rhizophora racemosa,44.5955314059356
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,8.5,,Rhizophora racemosa,33.3963632735124
CostaRica-Nicoya,Paquera_Manglar_14_5,2012-01-01,2012-12-31,9.826752908770167,-84.92169050069826,8.5,,Rhizophora racemosa,33.3963632735124
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,5.0,,Rhizophora racemosa,8.40488897409205
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,5.0,,Rhizophora racemosa,8.40488897409205
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,9.0,,Rhizophora racemosa,38.7472151458011
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,5.0,,Rhizophora racemosa,8.40488897409205
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,5.0,,Rhizophora racemosa,8.40488897409205
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,9.0,,Rhizophora racemosa,38.7472151458011
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,5.0,,Rhizophora racemosa,8.40488897409205
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,9.0,,Rhizophora racemosa,38.7472151458011
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,6.0,,Rhizophora racemosa,13.5021590856969
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,6.0,,Rhizophora racemosa,13.5021590856969
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,5.0,,Rhizophora racemosa,8.40488897409205
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,8.5,,Rhizophora racemosa,33.3963632735124
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,5.0,,Rhizophora racemosa,8.40488897409205
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,5.0,,Rhizophora racemosa,8.40488897409205
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,8.0,,Rhizophora mangle,26.4110681014059
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,9.5,,Rhizophora racemosa,44.5955314059356
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,6.5,,Rhizophora mangle,18.4369983967018
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,3.0,,Rhizophora racemosa,2.22702571576139
CostaRica-Nicoya,Paquera_Manglar_14_6,2012-01-01,2012-12-31,9.826567408418011,-84.92182070238043,2.0,,Pelliciera rhizophorae,0.754873579244709
CostaRica-Nicoya,Puntarenas_Manglar_6_1,2012-01-01,2012-12-31,9.986094181123526,-84.81729020897713,11.5,,Pelliciera rhizophorae,46.582567000521
CostaRica-Nicoya,Puntarenas_Manglar_6_1,2012-01-01,2012-12-31,9.986094181123526,-84.81729020897713,20.8,,Pelliciera rhizophorae,209.861017216317
CostaRica-Nicoya,Puntarenas_Manglar_6_1,2012-01-01,2012-12-31,9.986094181123526,-84.81729020897713,12.7,,Pelliciera rhizophorae,59.9393948555046
CostaRica-Nicoya,Puntarenas_Manglar_6_1,2012-01-01,2012-12-31,9.986094181123526,-84.81729020897713,9.0,,Pelliciera rhizophorae,24.9934884523018
CostaRica-Nicoya,Puntarenas_Manglar_6_1,2012-01-01,2012-12-31,9.986094181123526,-84.81729020897713,12.3,,Rhizophora racemosa,87.2897519548179
CostaRica-Nicoya,Puntarenas_Manglar_6_1,2012-01-01,2012-12-31,9.986094181123526,-84.81729020897713,12.3,,Pelliciera rhizophorae,55.2598734296555
CostaRica-Nicoya,Puntarenas_Manglar_6_1,2012-01-01,2012-12-31,9.986094181123526,-84.81729020897713,12.7,,Rhizophora mangle,58.778897862235
CostaRica-Nicoya,Puntarenas_Manglar_6_1,2012-01-01,2012-12-31,9.986094181123526,-84.81729020897713,6.6,,Pelliciera rhizophorae,11.3682207726555
CostaRica-Nicoya,Puntarenas_Manglar_6_1,2012-01-01,2012-12-31,9.986094181123526,-84.81729020897713,13.3,,Pelliciera rhizophorae,67.3959921215712
CostaRica-Nicoya,Puntarenas_Manglar_6_2,2012-01-01,2012-12-31,9.98626768471754,-84.81714407907403,19.0,,Rhizophora mangle,118.048284665249
CostaRica-Nicoya,Puntarenas_Manglar_6_2,2012-01-01,2012-12-31,9.98626768471754,-84.81714407907403,6.0,,Rhizophora mangle,16.0515513326414
CostaRica-Nicoya,Puntarenas_Manglar_6_2,2012-01-01,2012-12-31,9.98626768471754,-84.81714407907403,9.8,,Rhizophora mangle,37.5274914424011
CostaRica-Nicoya,Puntarenas_Manglar_6_2,2012-01-01,2012-12-31,9.98626768471754,-84.81714407907403,8.7,,Pelliciera rhizophorae,22.9313595808285
CostaRica-Nicoya,Puntarenas_Manglar_6_2,2012-01-01,2012-12-31,9.98626768471754,-84.81714407907403,19.7,,Pelliciera rhizophorae,182.807966299567
CostaRica-Nicoya,Puntarenas_Manglar_6_2,2012-01-01,2012-12-31,9.98626768471754,-84.81714407907403,12.1,,Pelliciera rhizophorae,53.0060867984151
CostaRica-Nicoya,Puntarenas_Manglar_6_2,2012-01-01,2012-12-31,9.98626768471754,-84.81714407907403,14.4,,Pelliciera rhizophorae,82.4691717144945
CostaRica-Nicoya,Puntarenas_Manglar_6_2,2012-01-01,2012-12-31,9.98626768471754,-84.81714407907403,21.2,,Pelliciera rhizophorae,220.264237254053
CostaRica-Nicoya,Puntarenas_Manglar_6_2,2012-01-01,2012-12-31,9.98626768471754,-84.81714407907403,10.7,,Pelliciera rhizophorae,38.7869560538892
CostaRica-Nicoya,Puntarenas_Manglar_6_2,2012-01-01,2012-12-31,9.98626768471754,-84.81714407907403,19.2,,Pelliciera rhizophorae,171.252146495808
CostaRica-Nicoya,Puntarenas_Manglar_6_2,2012-01-01,2012-12-31,9.98626768471754,-84.81714407907403,22.0,,Rhizophora mangle,152.149615111342
CostaRica-Nicoya,Puntarenas_Manglar_6_3,2012-01-01,2012-12-31,9.986441188258013,-84.81699794901832,9.0,,Pelliciera rhizophorae,24.9934884523018
CostaRica-Nicoya,Puntarenas_Manglar_6_3,2012-01-01,2012-12-31,9.986441188258013,-84.81699794901832,11.7,,Pelliciera rhizophorae,48.6679431001527
CostaRica-Nicoya,Puntarenas_Manglar_6_3,2012-01-01,2012-12-31,9.986441188258013,-84.81699794901832,8.8,,Pelliciera rhizophorae,23.6067874659316
